DateOfDataEntry,Square,Member,SubMember,ToolNumber,RawMaterial,OtherRaw MaterialID,CoreTypology,OverallCortexArea,CortexType,CoreArtifactClass,EvidenceBipolar,NumberCoreFaces,WhichIsPlatform,CoreBlankSphericity,IntendedProduct,CoreSubTypology,ConardUnifiedType,BipolarChronology,DegreeOfKnappingAlongCircumference,OverallScarCount,LengthLongestFlakeScar,MaxLength,MaxWidth,MaxThickness,Mass,OtherNotes,Photograph,FeatureName
12.10.15,P14,CL,CL3,586,Quartz,,Core>2flakescars,0%,,CompCore,Yes,3,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,13.66,6.07,4.77,0.4,,Yes,MA
12.10.15,P14,CL,CL3,587,CrystallineQuartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,2,None,SphericalOrCubic,Flake,RiceGrainCore,Bipolar,NoFH,270-360,,,16.24,9.63,6.22,0.92,,No,MA
12.10.15,P14,CL,CL3,588,Quartz,,Core>2flakescars,0%,,CompCore,Yes,3,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,15.53,5.16,3.47,0.23,,No,MA
12.10.15,P14,CL,CL3,589,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,2,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,13.82,4.43,4.64,0.33,chilled,No,MA
12.10.15,P14,CL,CL3,590,Quartz,,Core>2flakescars,1-9%,Outcrop,CompCore,Yes,4,Four,SphericalOrCubic,BladeBladelet,Irregularcore,Platform,,270-360,,,8.81,7.9,8.62,0.54,tiny fh platform core,Yes,MA
12.11.15,P14,CL,CL3,602,Quartz,,Core>2flakescars,0%,,CompCore,Yes,3,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,13.6,11.86,5.89,1.35,,Yes,MA
12.10.15,P14,CL,CL3,273,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,4,,8.42,7.08,2.85,0.25,,No,MA
12.10.15,P14,CL,CL3,274,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,9.02,4.01,2.42,0.11,,No,MA
12.10.15,P14,CL,CL3,275,CrystallineQuartz,,Core>2flakescars,41-60%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,180-270,6,,9.81,5.25,2.98,0.16,,No,MA
12.10.15,P14,CL,CL3,276,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,9.14,5.2,3.57,0.18,,Yes,MA
12.10.15,P14,CL,CL3,277,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,6,,10.89,7.13,3.99,0.36,,Yes,MA
12.10.15,P14,CL,CL3,278,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,6,,6.7,5.27,2.51,0.09,,No,MA
12.10.15,P14,CL,CL3,279,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,4,,6.19,4.49,2.38,0.07,,No,MA
12.10.15,P14,CL,CL3,280,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,8.44,3.63,4.36,0.13,,No,MA
12.10.15,P14,CL,CL3,281,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,6,,9.39,10.39,1.85,0.22,,Yes,MA
12.10.15,P14,CL,CL3,282,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,180-270,7,,10.82,8.05,3.06,0.26,,No,MA
12.10.15,P14,CL,CL3,283,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,7.68,4.78,3.02,0.1,,No,MA
12.10.15,P14,CL,CL3,284,CrystallineQuartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,9.28,4.3,4.39,0.25,,Yes,MA
12.10.15,P14,CL,CL3,285,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,7.94,3.57,2.02,0.07,,No,MA
12.10.15,P14,CL,CL3,286,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,4,,9.07,7.61,5.11,0.28,,No,MA
12.09.15,P14,CL,CL3,555,Chalcedony,,Chunks<2flakescars,11-40%,Outcrop,,Inde,,,,Indeterminate,,,,,,,17.62,9.32,4.96,0.93,,No,YA
12.09.15,P14,CL,CL3,556,Quartz,,Chunks<2flakescars,61-90%,Outcrop,,Yes,,,,Indeterminate,,,,,,,13.47,6.9,3.94,0.44,,No,YA
12.09.15,P14,CL,CL3,557,HeterogenousChert,,Chunks<2flakescars,61-90%,Outcrop,,No,,,,Indeterminate,,,,,,,24.7,14.35,11.21,5.82,,No,YA
12.09.15,P14,CL,CL3,558,Sandstone,,Chunks<2flakescars,11-40%,Outcrop,,No,,,,Indeterminate,,,,,,,35.47,23.1,14.91,13.94,,No,YA
12.09.15,P14,CL,CL3,559,Sandstone,,Chunks<2flakescars,0%,,,Inde,,,,Flake,,,,,,,29.67,22.8,11.04,5.51,,No,YA
12.09.15,P14,CL,CL3,560,Quartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Inde,Indeterminate,None,SphericalOrCubic,Flake,CoreReducedPiece,Bipolar,NoFH,180-270,,,17.39,11.27,9.76,1.76,,No,YA
12.09.15,P14,CL,CL3,561,Quartz,,Core>2flakescars,0%,,CoreFrag,Inde,1,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,90-180,,,16.75,7.37,6.68,0.83,chilled,No,YA
12.09.15,P14,CL,CL3,210,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,5,,5.65,5.18,3.41,0.15,,No,YA
12.09.15,P14,CL,CL3,211,Quartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,5,,6.61,7.36,2.62,0.14,,No,YA
12.09.15,P14,CL,CL3,212,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,6.65,5.93,2.15,0.09,,No,YA
,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
