"DateOfDataEntry","Square","Member","SubMember","ToolNumber","RawMaterial","OtherRaw.MaterialID","CoreTypology","OverallCortexArea","CortexType","CoreArtifactClass","EvidenceBipolar","NumberCoreFaces","WhichIsPlatform","CoreBlankSphericity","IntendedProduct","CoreSubTypology","ConardUnifiedType","BipolarChronology","DegreeOfKnappingAlongCircumference","OverallScarCount","LengthLongestFlakeScar","MaxLength","MaxWidth","MaxThickness","Mass","OtherNotes","Photograph","FeatureName","surface_area_cores_2","SDI_2"
"12.11.15","P14","CL","CL1",607,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","2","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,12.96,11.19,3.78,0.63,"","No","",472.6188,NA
"12.04.15","P14","CL","CL1",92,"VeinQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",4,NA,12.16,6.01,4.11,0.38,"","No","",295.5206,0.013535435431574
"12.04.15","P14","CL","CL1",93,"FineChert","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,11.28,5.86,4.11,0.27,"great chert rice grain","Yes","",273.0924,0.0146470571865054
"12.04.15","P14","CL","CL1",94,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,10.21,7.46,3.42,0.31,"","No","",273.196,0.0183018785048097
"12.04.15","P14","CL","CL1",95,"VeinQuartz","","Core>2flakescars","1-9%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","180-270",6,NA,11.84,4.97,2.41,0.2,"chilled core","No","",198.7138,0.0301941787636289
"12.07.15","P14","CL","CL1",96,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",3,NA,8.2,3.97,3.47,0.13,"","Yes","",149.5678,0.020057793188106
"12.07.15","P14","CL","CL1",97,"VeinQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","180-270",7,NA,5.83,3.42,1.67,0.12,"","Yes","",70.7722,0.0989088936051161
"12.07.15","P14","CL","CL1",98,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","180-270",3,NA,7.66,3.06,1.84,0.07,"","Yes","",86.3288,0.0347508595045917
"12.07.15","P14","CL","CL1",99,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","180-270",4,NA,8.74,6.22,2.56,0.15,"chilled","Yes","",185.3208,0.0215841934634428
"12.07.15","P14","CL","CL1",100,"VeinQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",NA,NA,9.06,3.62,3.13,0.14,"only non flaked are cortical","Yes","",144.9712,NA
"12.07.15","P14","CL","CL1",101,"Chalcedony","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",4,NA,8.92,4.78,2.96,0.13,"","Yes","",166.3792,0.0240414667218018
"12.07.15","P14","CL","CL1",102,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,7.73,3.31,2.2,0.07,"","Yes","",99.7486,0.0501260168062509
"12.07.15","P14","CL","CL1",103,"VeinQuartz","","Core>2flakescars","1-9%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",7,NA,7.56,3.06,2.12,0.06,"chilled","No","",91.296,0.0766736768314055
"12.07.15","P14","CL","CL1",104,"CrystalQuartz","","Core>2flakescars","41-60%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",4,NA,9.08,3.33,2.44,0.08,"only non flaked is cortical","Yes","",121.0336,0.0330486740871956
"12.07.15","P14","CL","CL1",105,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",7,NA,8.9,3.25,1.74,0.07,"","Yes","",100.132,0.0699077218072145
"12.07.15","P14","CL","CL1",106,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",7,NA,7.96,3.84,2.52,0.08,"chilled","Yes","",120.6048,0.0580408076627133
"12.07.15","P14","CL","CL1",107,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,4.7,4.35,2.7,0.09,"","Yes","",89.76,0.0557040998217469
"12.07.15","P14","CL","CL1",108,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,5.73,5.6,2.12,0.07,"two directions of bp flaking","Yes","",112.2152,0.0623801410147645
"12.07.15","P14","CL","CL1",109,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,7.51,4.65,2.88,0.09,"","Yes","",139.8846,0.0428924985309319
"12.07.15","P14","CL","CL1",110,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",6,NA,9.18,7.7,4.37,0.3,"","No","",288.9032,0.0207682019444575
"12.07.15","P14","CL","CL1",111,"Chalcedony","","Core>2flakescars","41-60%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","180-270",6,NA,8.81,6.98,2.66,0.19,"non flaked is cortical","Yes","",206.9904,0.0289868515641305
"12.07.15","P14","CL","CL1",112,"VeinQuartz","","Core>2flakescars","1-9%","","CoreFrag","Bipolar","","","SphericalOrCubic","","FlatBladeletCore","","NoFH","180-270",6,NA,11.07,7.1,2.86,0.21,"chilled","No","",261.1264,0.022977378005441
"12.07.15","P14","CL","CL1",113,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,10.8,8.65,3.53,0.35,"hollow base suggestive of resting on a feature during bp","Yes","",324.157,0.0123396995900135
"12.07.15","P14","CL","CL1",114,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",7,NA,6.8,2.49,2.46,0.05,"","Yes","",79.5708,0.0879719696169952
"12.07.15","P14","CL","CL1",115,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",4,NA,8.64,6.12,2.12,0.1,"","No","",168.336,0.023761999809904
"12.07.15","P14","CL","CL1",116,"VeinQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",7,NA,9.16,4,3.5,0.19,"","No","",165.4,0.0423216444981862
"12.07.15","P14","CL","CL1",117,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,7.62,3.86,2.54,0.09,"","Yes","",117.1448,0.0512186627148623
"12.07.15","P14","CL","CL1",118,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,8.68,5.15,3.71,0.14,"possile signs of use at distal and lateral edges","Yes","",192.0226,0.0260386017062575
"12.07.15","P14","CL","CL1",119,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",7,NA,7.74,4.97,2.09,0.07,"chilled","Yes","",130.0634,0.0538199062918546
"12.07.15","P14","CL","CL1",120,"FineChert","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",3,NA,7.5,5.93,1.9,0.12,"great eg of non quartz bp flat core","Yes","",139.984,0.0214310206880786
"12.08.15","P14","CL","CL1",155,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",7,NA,11.87,5.68,4.24,0.37,"","Yes","",283.6672,0.0246768043679354
"12.11.15","P14","CL","CL1",307,"Chalcedony","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",5,NA,11.72,5.86,4.35,0.32,"chilled","No","",290.3044,0.0172233007835913
"12.11.15","P14","CL","CL1",308,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",7,NA,11.56,5.82,4.75,0.32,"","No","",299.6684,0.0233591529837647
"12.11.15","P14","CL","CL1",309,"CrystalQuartz","","Core>2flakescars","11-40%","","CoreFrag","Bipolar","","","NotSphericalFlat","","RiceGrainCore","","NoFH","90-180",7,NA,9.38,4.32,2.43,0.11,"chilled","No","",147.6252,0.0474173786047368
"12.04.15","P14","CL","CL1",506,"CrystalQuartz","","Core>2flakescars","11-40%","Outcrop","CoreFrag","Bipolar","1","None","NotSphericalFlat","BladeBladelet","CoreReducedPiece","Bipolar","NoFH","180-270",NA,NA,17.19,9.88,7.17,0.98,"chilled core","Yes","AF11",727.8582,NA
"12.04.15","P14","CL","CL1",88,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",3,NA,10.4,5.81,2.18,0.15,"","Yes","AF11",191.5236,0.0156638659674317
"12.04.15","P14","CL","CL1",90,"CrystalQuartz","","Core>2flakescars","1-9%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",0,NA,8.51,4.98,2,0.16,"","Yes","AF11",138.7196,0
"12.04.15","P14","CL","CL1",91,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,8.4,6.36,3.52,0.15,"","Yes","AF11",210.7584,0.0189790774650026
"12.07.15","P14/Q14","CL","CL1",515,"VeinQuartz","","Core>2flakescars","11-40%","Outcrop","CompCore","Bipolar","3","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,16.16,7.73,5.28,0.75,"large rice grain","Yes","AF2",502.112,NA
"12.07.15","P14/Q14","CL","CL1",516,"Sandstone","","Core>2flakescars","1-9%","Outcrop","CompCore","Bipolar","4","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,21.1,8.95,4.81,1.11,"good eg of sandstone with flat bp tech","Yes","AF2",666.771,NA
"12.07.15","P14/Q14","CL","CL1",517,"FineChert","","Core>2flakescars","1-9%","Outcrop","CompCore","Bipolar","3","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,13.27,7.18,5.5,0.44,"good eg of chert and flat bp tech","Yes","AF2",415.5072,NA
"12.07.15","P14/Q14","CL","CL1",518,"FineChert","","Core>2flakescars","0%","Outcrop","CompCore","Bipolar","3","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,22.21,5.43,6.19,0.76,"good eg of chert and flat bp tech","Yes","AF2",583.3838,NA
"12.11.15","P14/Q14","CL","CL1",604,"FineChert","","Core>2flakescars","0%","","CompCore","Bipolar","1","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,14.96,13,3.18,0.8,"","Yes","AF2",566.7856,NA
"12.07.15","P14/Q14","CL","CL1",121,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,7.41,4.92,1.79,0.08,"","Yes","AF2",117.0558,0.0598005395717256
"12.07.15","P14/Q14","CL","CL1",122,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",5,NA,7.62,5.87,2.72,0.11,"","Yes","AF2",162.8444,0.0307041568515712
"12.07.15","P14/Q14","CL","CL1",123,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,6.86,4.5,2.01,0.08,"","No","AF2",107.4072,0.0372414512248713
"12.07.15","P14","CL","CL1",519,"FineChert","","Core>2flakescars","11-40%","Outcrop","CompCore","Bipolar","2","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,34.12,16.04,8.73,4.78,"shows early stage bp and chert bp, found in chunks bag","Yes","AF7",1970.3632,NA
"12.07.15","P14","CL","CL1",520,"CrystalQuartz","","Core>2flakescars","11-40%","Outcrop","CoreFrag","Bipolar","2","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","180-270",NA,NA,11.06,10.61,4.38,0.54,"showing same distal hollow suggestive of resting on object during bp","Yes","AF7",424.5224,NA
"12.07.15","P14","CL","CL1",124,"VeinQuartz","","Core>2flakescars","41-60%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",5,NA,12.07,5.68,4.35,0.26,"non flaked are cortical","No","AF7",291.5402,0.0171502935101231
"12.07.15","P14","CL","CL1",125,"CrystalQuartz","","Core>2flakescars","41-60%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",5,NA,13.24,5.37,3.43,0.28,"evidence for bp redirection, plus cortex and bp","Yes","AF7",269.8622,0.0185279746478017
"12.07.15","P14","CL","CL1",125,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,6.53,3.65,2.44,0.08,"","Yes","AF7",97.3474,0.0410899520685709
"12.07.15","P14","CL","CL1",126,"VeinQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,5.44,3.65,2.34,0.07,"","Yes","AF7",82.2532,0.0607879085555334
"12.07.15","P14","CL","CL1",127,"FineChert","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,9.06,5.59,2.53,0.15,"great ccs flat bp core","Yes","AF7",175.4198,0.028503053817186
"12.07.15","P14","CL","CL1",128,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",10,NA,9.53,3.38,2.76,0.1,"","No","AF7",135.686,0.0736995710684964
"12.07.15","P14","CL","CL1",129,"VeinQuartz","","Core>2flakescars","1-9%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,7.88,4.04,2.09,0.11,"chilled","No","AF7",113.496,0.035243532811729
"12.07.15","P14","CL","CL1",130,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",4,NA,8.83,5.69,3.36,0.16,"","Yes","AF7",198.0598,0.0201959206259928
"12.07.15","P14","CL","CL1",131,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,6.12,5.36,2.15,0.07,"","Yes","AF7",114.9704,0.0608852365478419
"12.07.15","P14","CL","CL1",132,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,6.61,3.54,3.33,0.07,"chilled","No","AF7",114.3978,0.0524485610737269
"12.07.15","P14","CL","CL1",133,"VeinQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","180-270",4,NA,6.28,5.48,2.23,0.09,"","No","AF7",121.2784,0.0329819654612858
"12.07.15","P14","CL","CL1",134,"VeinQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",4,NA,8.67,4.29,2.69,0.14,"","No","AF7",144.1134,0.027755919990785
"12.07.15","P14","CL","CL1",135,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,7.84,3.74,5.08,0.06,"","No","AF7",176.296,0.0226891137632164
"12.07.15","P14","CL","CL1",136,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,5.54,4,1.99,0.05,"","No","AF7",82.2892,0.0607613149720741
"12.07.15","P14","CL","CL1",137,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,8.47,2.99,2.65,0.07,"signs of use on lateral","Yes","AF7",111.3886,0.0448878969661168
"12.07.15","P14","CL","CL1",138,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,9.77,6.67,3.2,0.21,"","No","AF7",235.5478,0.0169816911896439
"12.07.15","P14","CL","CL1",139,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,7.16,3.11,2.33,0.04,"","Yes","AF7",92.3934,0.0649397034853139
"12.07.15","P14","CL","CL1",140,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",5,NA,8.83,6.07,3.47,0.2,"","No","AF7",210.6022,0.023741442397088
"12.07.15","P14","CL","CL1",141,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,9.55,2.97,2,0.06,"","No","AF7",106.807,0.0561760933272164
"12.08.15","P14","CL","CL1",154,"FineChert","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",8,NA,13.35,6.64,3.77,0.31,"gret ccs rice grain","Yes","AF7",328.0126,0.0243893069961337
"12.07.15","P14","CL","CL1",524,"VeinQuartz","","Core>2flakescars","1-9%","Outcrop","CompCore","Bipolar","3","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,22.56,9.11,7.02,1.67,"large rice grain","Yes","lower",855.69,NA
"12.07.15","P14","CL","CL1",525,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","4","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,13.02,6.5,5.13,0.65,"","Yes","lower",369.5352,NA
"12.07.15","P14","CL","CL1",526,"VeinQuartz","","Core>2flakescars","11-40%","Outcrop","CompCore","Bipolar","2","None","NotSphericalFlat","BladeBladelet","CoreReducedPiece","Bipolar","NoFH","180-270",NA,NA,24.07,14.42,6.81,2,"","No","lower",1218.4126,NA
"12.07.15","P14","CL","CL1",528,"CrystalQuartz","","Core>2flakescars","41-60%","Outcrop","CompCore","Bipolar","2","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","180-270",NA,NA,15.8,7.25,3.8,0.38,"","No","lower",404.28,NA
"12.07.15","P14","CL","CL1",529,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","2","None","SphericalOrCubic","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,12.04,5.7,3.8,0.27,"","Yes","lower",272.08,NA
"12.08.15","P14","CL","CL1",530,"FineChert","","Core>2flakescars","41-60%","Outcrop","CompCore","Bipolar","2","None","SphericalOrCubic","Flake","Irregularcore","Bipolar","NoFH","90-180",NA,NA,32.31,21.21,25.83,16.05,"not a very succesfull fh core,face 1=2 axis of platform reduction, neither very successful","Yes","lower",4135.4334,NA
"12.07.15","P14","CL","CL1",142,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",3,NA,9.34,4.92,2.04,0.11,"","Yes","lower",150.0864,0.0199884866317001
"12.07.15","P14","CL","CL1",143,"CrystalQuartz","","Core>2flakescars","1-9%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,7.06,6.64,1.86,0.11,"","No","lower",144.7208,0.0483689974074217
"12.07.15","P14","CL","CL1",144,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,10.19,5.95,3.09,0.2,"","No","lower",221.0062,0.0226237996943072
"12.07.15","P14","CL","CL1",145,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","180-270",7,NA,9.17,9.07,2.25,0.23,"almost a pe, but clear scars moving over 50 % of face","Yes","lower",248.4238,0.0281776544759399
"12.07.15","P14","CL","CL1",146,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,9,6.22,1.99,0.12,"","No","lower",172.5356,0.0289795265440871
"12.07.15","P14","CL","CL1",147,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",5,NA,10.71,8.02,3.3,0.28,"","No","lower",295.4064,0.0169258350529982
"12.07.15","P14","CL","CL1",148,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",5,NA,8.53,7.43,2.99,0.18,"","No","lower",222.1966,0.0225025945491515
"12.07.15","P14","CL","CL1",149,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,6.5,4.8,2.43,0.08,"","Yes","lower",117.318,0.0340953647351643
"12.07.15","P14","CL","CL1",150,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,7.19,5.34,1.93,0.08,"","Yes","lower",125.155,0.0559306459989613
"12.07.15","P14","CL","CL1",151,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",8,NA,10.51,5.31,3.38,0.19,"chilled","Yes","lower",218.5594,0.0366033215684157
"12.07.15","P14","CL","CL1",152,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,9.26,4.06,1.9,0.08,"","Yes","lower",125.8072,0.0397433533215905
"12.07.15","P14","CL","CL1",153,"FineChert","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,7.98,3.9,1.98,0.09,"gret ccs rice grain","Yes","lower",109.2888,0.0549004106550717
"12.08.15","P14","CL","CL2",541,"FineChert","","Core>2flakescars","11-40%","Outcrop","CoreFrag","Bipolar","2","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","180-270",NA,NA,18.48,8.37,6.89,1.14,"chilled","Yes","",679.3482,NA
"12.08.15","P14","CL","CL2",542,"Chalcedony","","Core>2flakescars","0%","","CoreFrag","Bipolar","1","None","SphericalOrCubic","BladeBladelet","CoreReducedPiece","Bipolar","NoFH","180-270",NA,NA,15.27,13.76,7.17,1.52,"chilled","No","",836.5206,NA
"12.08.15","P14","CL","CL2",543,"Quartzite","","Core>2flakescars","41-60%","Outcrop","CompCore","Bipolar","2","None","Flake","BladeBladelet","CoreReducedPiece","Bipolar","NoFH","180-270",NA,NA,16.99,10.7,4.64,0.79,"only non flaked is cortical","Yes","",620.5492,NA
"12.08.15","P14","CL","CL2",544,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","2","None","NotSphericalFlat","BladeBladelet","CoreReducedPiece","Bipolar","NoFH","270-360",NA,NA,15.05,9.96,5.83,0.89,"","No","",591.4126,NA
"12.08.15","P14","CL","CL2",545,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","2","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,11.56,8.55,5.28,0.45,"","Yes","",410.0376,NA
"12.08.15","P14","CL","CL2",546,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","2","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,10.01,6.51,4.18,0.26,"","No","",268.4374,NA
"12.08.15","P14","CL","CL2",162,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,11.15,3.74,2.08,0.08,"splinter like bladelet core","Yes","",145.3444,0.0412812602343124
"12.08.15","P14","CL","CL2",163,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","180-270",6,NA,11.78,3.01,2.49,0.12,"splinter like bladelet core","Yes","",144.5698,0.0415024438022326
"12.08.15","P14","CL","CL2",164,"Chalcedony","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,9.97,5.18,5.33,0.21,"ccs and bp","Yes","",264.7882,0.0151064133522566
"12.08.15","P14","CL","CL2",165,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",5,NA,7.68,3.69,2.6,0.09,"","No","",115.8024,0.0431769980587622
"12.08.15","P14","CL","CL2",166,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",4,NA,0,4.03,2.23,0.09,"chilled","No","",17.9738,0.222546150507962
"12.08.15","P14","CL","CL2",167,"FineChert","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,7.49,3.78,3.27,0.08,"good eg of ccs and bipolar","Yes","",130.3302,0.0306912749309063
"12.08.15","P14","CL","CL2",168,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,7.79,4.3,3.34,0.11,"","No","",147.7552,0.0270718052562617
"12.08.15","P14","CL","CL2",169,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","180-270",6,NA,7.51,4.53,2.72,0.1,"","No","",133.5382,0.0449309635744678
"12.08.15","P14","CL","CL2",170,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",4,NA,10.11,4.11,3.08,0.16,"good eg of crystal cortex","Yes","",170.6994,0.0234330056227497
